track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
4qRjfovbhI4EwP7VQNfxVW,St. Tropez,J. Cole,61,7viNUmZZ8ztn2UB4XB3jIL,2014 Forest Hills Drive,2014-12-09,Neo-Jazz Soul RnB & Afro,48AzM7l4M02DBYd2N3IFLP,r&b,neo soul,0.561,0.541,9,-9.818,0,0.0711,0.054,0.0371,0.0627,0.324,84.241,257920
0uNXGT1QyWLb9fyteWopRb,La Joya,Javiera Mena,0,3BEtvyK449N9l2NiXsjSmq,Otra Era,2014-10-28,This Is: Javiera Mena,37i9dQZF1DWSOvcBNdfJ87,pop,electropop,0.63,0.892,2,-3.793,1,0.0409,0.0337,0.0,0.608,0.92,102.993,207520
5BzDjeCZYxDd35rYSWY0yk,Drivin’ Around Song (feat. Jason Aldean),Colt Ford,57,7inpRB8IXFTzcsYEhgAGLA,Declaration of Independence (Deluxe Edition),2012-08-07,Southern soul & hip hop,4xJULuV0P5PLcMe3xP8Pgj,rap,southern hip hop,0.613,0.709,7,-7.408,1,0.0387,0.0819,0.0,0.11,0.523,134.972,220125
1Ej96GIBCTvgH7tNX1r3qr,Otro Trago,Sech,84,3TgOrQ3p23Af8zSsxK8fdX,Sueños,2019-04-19,Latest Latin American Hits 2020,51LvliKED7oZNJR8XCiPip,latin,latin hip hop,0.747,0.7,0,-4.669,1,0.341,0.136,0.000167,0.11,0.62,176.036,225933
4XyxWlF0vdNR4mhAugHSvm,Starlight (Could You Be Mine) [Otto Knows Remix],Don Diablo,0,0OQmxMH6GVgNn61YGJbQ52,Ibiza Calling,2014-09-24,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,0.657,0.911,1,-6.109,1,0.0631,0.0149,0.208,0.11,0.201,128.011,382839
3NEzjZbeSCy72Kx1clSYgC,Wifey,Next,53,6OlIbU9i7OaBrBqx7ZYAFS,Platinum & Gold Collection,2004-04-05,"Swingbeat (old skool), New Jack Swing, R&B, Hip Hop, Urban",3krpccUV68nBGAQbvHEZDC,r&b,new jack swing,0.829,0.652,7,-8.693,0,0.108,0.067,0.0,0.0812,0.726,99.581,243159
6ho0GyrWZN3mhi9zVRW7xi,Losing It,FISHER,79,143cxYCazoiNfviHRmxkdv,Losing It,2018-07-13,EDM 2019,1T0ed6Mg0QIruHvcoWWIKy,edm,pop edm,0.76,0.964,2,-5.844,1,0.0576,0.00182,0.7,0.0974,0.641,125.0,248036
6G0XqXVBx2PHaOrSuHaWP0,Roll Some Mo (feat. Ty Dolla $ign & Wale) - Remix,Lucky Daye,67,0iRhoLbrny7qdvxdclPcaO,Roll Some Mo (feat. Ty Dolla $ign & Wale) [Remix],2019-12-18,New R&B‏‏​​   ‍,4I6rTSxqKl1LRvES2O9owQ,r&b,urban contemporary,0.345,0.676,11,-6.268,1,0.099,0.232,2.77e-05,0.246,0.584,83.329,211707
1r8e3HtZOP65v2uiWd17dF,Deleter,Grouplove,61,4daspdXy4FtNb0GkxtdV3A,Deleter,2020-01-08,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,0.421,0.991,8,-3.678,1,0.124,3.81e-06,0.0466,0.13,0.446,159.998,234387
5V6LQGcEwh65pULxet2v9u,Why Boy - Club Mix,Steff da Campo,56,2j5Q67gDQjpoisme6Dg7mc,Why Boy (Club Mix),2019-07-15,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,electro house,0.64,0.946,11,-2.649,0,0.0879,0.336,0.39,0.0754,0.374,126.047,167624
0WuibCj8uDcWgQ9oYWXUXS,DULCE,GAWVI,50,7wD8rF1uNrehwaVoPgQn33,PANORAMA,2018-10-19,LATIN FLOW MIX - Música Cristiana🎵,396llvvFOIB9jgPg0kqNDb,latin,latin hip hop,0.389,0.725,7,-5.546,0,0.069,0.155,7.3e-06,0.203,0.393,175.978,200725
02M6vucOvmRfMxTXDUwRXu,7/11,Beyoncé,71,2UJwKSBUz6rtW4QLK74kQu,BEYONCÉ [Platinum Edition],2014-11-24,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024,213507
6SRWhUJcD2YKahCwHavz3X,Darkside,Alan Walker,76,3nzuGtN3nXARvvecier4K0,Different World,2018-12-14,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.43,0.606,4,-5.115,0,0.0431,0.131,0.0,0.173,0.123,169.988,211680
56dSQsKt8xE7pAjlTn3Kky,Fly Away,Goodie Mob,31,0MMxX1jX2lwR1iKRuB7yG7,Still Standing,1998-04-07,Southern Hip Hop,3R5c1OfJY7Rzl3p28pzGtL,rap,southern hip hop,0.854,0.487,11,-8.599,0,0.417,0.0321,0.0,0.103,0.844,153.389,244000
1wy56SOfUlZ55h9IqSH00g,Lodi,Creedence Clearwater Revival,0,0lhjl90onrc7LBbpIElyMV,Chronicle: 20 Greatest Hits,1976,70's Classic Rock,76lrxCrKrGDkDDf3SVPnl3,rock,classic rock,0.735,0.655,5,-8.674,1,0.0275,0.0888,0.000128,0.0911,0.83,126.705,191400
0bVtevEgtDIeRjCJbK3Lmv,Welcome To The Jungle,Guns N' Roses,78,3I9Z1nDCL4E0cP62flcbI5,Appetite For Destruction,1987-01-01,This Is Guns N' Roses,37i9dQZF1DX74DnfGTwugU,rock,album rock,0.446,0.954,8,-8.069,1,0.0764,0.0232,0.395,0.297,0.332,123.45,272027
11fItVX4Ahfyd8F7C53dOQ,Let's Chill,Guy,0,3VEJiSTMoQz0Bew0cxpzBR,The Best Of Guy 20th Century Masters The Millennium Collection,2004-01-01,New Jack Swing/ R&B Hits: 1987 - 2002,4sji14lrB5bgcr51lPALYH,r&b,new jack swing,0.595,0.616,10,-7.292,0,0.0353,0.0587,3.69e-06,0.0717,0.504,74.581,322960
0ND36delZlYUcwNaCk9Uf5,holy terrain,FKA twigs,57,1hDlZBsaWOz8St9iioQF0y,holy terrain,2019-09-09,Neo-Soul,1eqVgsNjaX6mxDPoefhocT,r&b,neo soul,0.534,0.578,7,-7.541,0,0.123,0.366,0.00432,0.119,0.252,159.832,243000
6so3XYH1yyeWFGskbQvDjQ,"OK, You're Right",50 Cent,0,38fohN3vTyQ12wwbyF2CsU,Before I Self-Destruct,2009-01-01,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.533,0.596,10,-3.802,0,0.0891,0.0286,0.0,0.0684,0.454,97.237,184707
4d3cCNTG3PUgWhPButc4N7,Sing It With Me - Embody Remix,JP Cooper,50,2CSqme9HhEuoriPpNzwUiJ,Sing It With Me (Embody Remix),2019-06-21,Tropical Vibes,37i9dQZF1DXd8Gn5cSmvFy,latin,tropical,0.674,0.854,5,-5.253,1,0.115,0.054,0.0,0.379,0.503,111.969,180571
2JS1iE5A5RHvUPH5Zl9jlF,Run to the Hills - 1998 Remastered Version,Iron Maiden,16,6q5MEna6Fg46powSoeZJe3,The Number Of The Beast (1998 Remastered Edition),1982,Workday: Rock Classics,37i9dQZF1DX1lwxXvReaux,rock,classic rock,0.221,0.956,0,-4.641,1,0.0876,0.0103,0.000523,0.195,0.432,173.254,233960
1HGpnAIot58B4mNtfn0arH,Ursa Major - Pad One Rmx,Audio Storm,5,4aiYJRW0ggtvWmNghiZFRo,Deep Progressive House Set,2018-02-12,Selected House,2JPzPB9jnvJLAYtmCbvZy8,edm,progressive electro house,0.776,0.502,4,-11.465,0,0.133,0.116,0.895,0.095,0.48,123.025,444878
7gq9Mo03Zr417T2C5sgR03,Don’t Tell Me,Matisse & Sadko,62,24rekTPLd3gRRYAipE1pqq,Don't Tell Me,2019-01-18,"Festival Music 2019 - Warm Up Music (EDM, Big Room & Progressive House)",73uj4YmsC7SJ6SbUMTvf07,edm,progressive electro house,0.597,0.785,4,-3.219,0,0.04,0.113,0.0,0.336,0.575,126.002,173571
1EsXJnF4BXO4XRYFl1Q9Xv,infinity,Oatmello,56,235sBSaHxVy5qDfDIpEfGO,infinity,2019-06-21,Lo-Fi Beats,37i9dQZF1DWWQRwui0ExPn,rap,hip hop,0.738,0.45,0,-12.838,1,0.0634,0.429,0.345,0.108,0.513,144.325,93333
3AhXZa8sUQht0UEdBJgpGc,Like a Rolling Stone,Bob Dylan,71,6YabPKtZAjxwyWbuO9p4ZD,Highway 61 Revisited,1965-08-30,Classic Rock Legends,3NcxM1LJJdua8AcRxtijNY,rock,classic rock,0.483,0.721,0,-6.836,1,0.032,0.729,0.0,0.189,0.562,95.261,369600
0jEaPBjFAWjQTMVouRwaHi,Happy,The Beef Seeds,30,4IQn9XpweytNX2cUe2NBUH,Keepin' it Beefy,2015-01-19,Bluegrass Covers,37i9dQZF1DX56crgoe4TG3,r&b,hip pop,0.64,0.758,10,-5.204,1,0.16,0.665,0.0,0.127,0.932,86.529,218044
5ZgZhzQGCqVwPydT4CkH0W,"Like a Rolling Stone - Live at Royal Albert Hall, London, UK - May 26, 1966",Bob Dylan,61,4MTOvlFGtVby5EuSotjvVS,The Real Royal Albert Hall 1966 Concert (Live),1966-06-22,House Of The Rising Sun,1bMYfBHYBCRHY5LGkjlpSy,rock,album rock,0.162,0.867,0,-7.18,1,0.092,0.256,3.37e-05,0.682,0.499,174.851,505240
5BHQgdYNXLHFSZaoSGXQh5,Primer,DubVision,26,6Em1iehniGE0L25GVbV5YB,Primer,2016-08-05,Jeff Seid Electro House,2Tisn6NZbeofpc57Oc6MGo,edm,electro house,0.681,0.864,4,-2.951,0,0.049,0.026,0.000563,0.586,0.249,127.994,186516
5dikapPlQPrsT3xUsUjj0N,Echoes Of Silence,The Weeknd,55,5EbpxRwbbpCJUepbqVTZ1U,Trilogy,2012-01-01,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,0.214,0.156,6,-17.515,0,0.0443,0.951,0.00797,0.101,0.132,75.654,240067
37RqXKYpYnCLXJolKH8uuE,I Know U,Dyro,37,5Q47iz0JnFUZuug9mRibE8,I Know U,2018-11-30,Electro House,6k45gxiQhfVqACfIdqONsC,edm,electro house,0.845,0.899,2,-2.861,1,0.505,0.00684,0.0169,0.0394,0.384,130.046,208032
467t3218y3yihFcyDGWjr0,Skin,Dijon,67,1E3Dc94QXnqiQcGVgij0iW,Skin,2018-04-19,Soul Coffee (The Best Neo-Soul Mixtape ever),16iNEskDatG5KbDV16F6LR,r&b,neo soul,0.674,0.616,7,-3.471,1,0.0272,0.512,2.1e-06,0.331,0.551,94.934,230625
6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,Blackstreet,76,2zGZLQiFl9UubtrVmtIkbi,Another Level,1996-09-09,The Sound of New Jack Swing,0zn8nuASKC0PISqD9mxCSV,r&b,new jack swing,0.868,0.646,1,-4.674,0,0.288,0.303,0.0,0.284,0.67,88.641,304600
4JlwKFHsi0UXCKhTRbPaNY,Bum Bum Tam Tam - Kura Remix,MC Fioti,6,1na7Bsx3Ef2G4pQucgHYrf,Bum Bum Tam Tam (Kura Remix),2018-08-03,Trending EDM by Nik Cooper,4N1ipiKR3xla8UXtE12XBm,edm,progressive electro house,0.783,0.93,9,-4.826,1,0.0588,0.00674,0.0339,0.0978,0.851,127.981,227370
6osMzmRHCVETbZMHceLRmh,Dreamcatcher (feat. Swae Lee & Travis Scott),Metro Boomin,2,1zNr37qd3iZJ899byrTkcj,NOT ALL HEROES WEAR CAPES,2018-11-02,PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,0.675,0.23,1,-10.363,0,0.204,0.191,0.0,0.104,0.101,173.962,211920
4z4PB23xYTg1oANmyZovsw,Why Can't I?,Liz Phair,55,0rbgxvTKe3Y4VRar4sIYzT,Liz Phair,2003-01-01,The Sound of Permanent Wave,4EYSGTuqe9cVfSVpX4gtGv,rock,permanent wave,0.487,0.759,11,-4.849,1,0.0405,0.0273,0.0,0.165,0.227,80.958,208360
2nbq7IAJfYK9fuw5g2ePv3,La niña fresa,Banda Zeta,57,6X49e9OtUqhMVIpre31k8K,Fiesta Mexicana Con La Banda,2007-10-25,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.864,0.662,11,-10.182,1,0.0977,0.125,0.0,0.148,0.964,136.48,160627
4JSEMSiKPVcIEBQIlmGuI3,Simmer (feat. Burna Boy),Mahalia,67,1l08IrLHEL9QQfsYBEs9MM,Simmer (feat. Burna Boy),2019-07-03,Neo-Soul,1eqVgsNjaX6mxDPoefhocT,r&b,neo soul,0.695,0.746,5,-3.952,0,0.0482,0.227,0.0,0.254,0.576,91.698,167680
1SV5ys0BGnN6aEsbS7prwt,I don’t wanna do,SARM,27,6XVrMILrX3enEl9HW9D99w,I don’t wanna do,2020-01-12,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.567,0.865,6,-5.125,1,0.139,0.0127,0.0,0.0546,0.838,187.981,244061
0zDzOFSvggZ6IGHJllWg3F,Porcelain,Skott,42,1bzDS48dDj7JGzkNAaGEwL,Porcelain / Wolf,2016-07-27,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.611,0.556,1,-7.31,1,0.056,0.399,0.000228,0.122,0.23,125.979,241173
1mKNyZCNDueEASgBgZuLdA,Ooh Girl (feat. A Boogie Wit da Hoodie),Kris Kross Amsterdam,71,3wXCIYqdw64MOR8pJtKvPQ,Ooh Girl (feat. A Boogie Wit da Hoodie),2019-08-30,Tropical House Remixes 🍍 Tropical Remixes & Tropical Covers,3YdAwfgQLMS4AN2WjRfRlb,latin,tropical,0.726,0.781,0,-4.276,1,0.0525,0.139,0.0,0.274,0.579,104.976,168201
5GjisoOfsN8qagrax01T4y,Wanna Be,The Internet,58,27ThgFMUAx3MXLQ297DzWF,Hive Mind,2018-07-20,Contemporary Urban,6wyJ4bsjZaUKa9f6GeZlAO,r&b,urban contemporary,0.875,0.41,7,-6.29,0,0.0571,0.0674,0.0374,0.106,0.445,87.999,267400
2IDHoSlbG0CKH9rhq68wTb,Say My Name (feat. Zyra) - RAC Mix,ODESZA,47,7Eg6srmG6BVIEiUmiRjzI4,Say My Name Remixes,2014-10-13,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.647,0.624,9,-8.446,1,0.0451,0.025,0.056,0.0616,0.477,115.002,243091
3IdCZelObiTA5RJfQpmaRG,Love's Mistake,Ollie Wade,6,5HktiiVpSYvjngrCrM0844,Love's Mistake,2020-01-17,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.371,0.487,3,-6.978,1,0.033,0.507,0.0,0.334,0.234,153.9,232792
3NhEEC4oE5hX6u8RCx6Q9m,Messages From Her,Sabrina Claudio,60,7bcgkKns2rxVhrmw9EAmrs,"No Rain, No Flowers",2018-08-15,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.377,0.426,0,-6.64,1,0.0451,0.801,0.0592,0.112,0.103,125.826,290186
3LHY5vSKZzxLy3Cog0aG5B,Cold Water (feat. Justin Bieber & MØ) - Lost Frequencies Remix,Major Lazer,2,4U8aXtQCZvy84FQc0Y8HF9,Cold Water (feat. Justin Bieber & MØ) [Remixes],2016-09-09,Tropical House Remixes 🍍 Tropical Remixes & Tropical Covers,3YdAwfgQLMS4AN2WjRfRlb,latin,tropical,0.709,0.542,2,-9.056,1,0.0381,0.184,0.0005,0.0852,0.474,114.955,236304
7FLQuyyCaIrBRqNt5l83U4,Reforget,Lauv,62,7lqieLm717j9Z8JrG7POkS,I met you when I was 18. (the playlist),2018-05-31,EDM TROPICAL,3pS63EDS40FVGYL41zAcU4,latin,tropical,0.44,0.469,5,-8.338,0,0.112,0.449,0.0,0.169,0.225,169.755,231676
4brX8MJs5hxErgq48f9REO,Stay,Mac Miller,67,6f6tko6NWoH00cyFOl4VYQ,The Divine Feminine,2016-09-16,Saxophone in Hip Hop - R&B Lounge - Jazz Rap,2ujrP2rPxu8ao7wNeG1ZOY,r&b,neo soul,0.742,0.561,6,-7.017,1,0.139,0.566,0.000135,0.641,0.55,134.01,326427
6QEpDNz2HTEkYZSqcDZCtm,Psycho,A$AP Ferg,46,2h5LDCGJCWUyaoEXQZHky6,ALWAYS STRIVE AND PROSPER,2016-06-22,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.543,0.727,0,-4.78,1,0.299,0.0966,0.0,0.419,0.207,166.006,178560
0jKUC6mPxkWHMbzKkvUp05,Рукалицо,Scroodgee,36,3rd0UIvcx62WqpiHpGfgaw,Рукалицо,2017-04-14,Russian Gangster Rap,0u0qLLE8MZc679RZWCk1TT,rap,gangster rap,0.83,0.579,1,-5.147,1,0.443,0.117,0.0,0.241,0.502,139.828,251531
1iKyjqjWU1rb8NjNjFafRJ,Karibu (Radio Edit),Lago,27,1TqxPK0f5J3H0qhuKaMgNR,Karibu,2015-07-24,Tropical Morning,0vbtbmyihyvl2MVYrdKdGw,latin,tropical,0.811,0.782,3,-8.272,0,0.0502,0.00132,0.513,0.0799,0.862,116.007,210066
3o8bovLXjsxsFBTXajm1VA,Middle Finger,Phoebe Ryan,58,3FsY8tgOIYNpcb7igeQkuS,Middle Finger,2018-06-08,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.704,0.664,9,-3.209,0,0.0468,0.141,0.0,0.107,0.533,99.963,241893
4g3Ax56IslQkI6XVfYKVc5,The Less I Know The Better,Tame Impala,18,0rxKf57PZvWEoU8v3m5W2q,Currents,2015-07-17,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.64,0.755,1,-4.077,0,0.0287,0.0138,0.0208,0.12,0.744,116.883,216319
32fKHW6Eac4yBXn9WY7Aic,All Those Years Ago - 2004 Mix,George Harrison,53,574Ws1iXSN3oLjtWyfoMZH,Somewhere In England,1981-06-01,I didn’t know perm stood for permanent (wave),3e6gYPyrTbaB8BWgSHCt5j,rock,permanent wave,0.555,0.639,2,-6.832,1,0.033,0.137,1.98e-05,0.0733,0.518,125.77,227320
3xMZoua2UaGidXpQ7sSQu7,Uhh Ahh - Sequel Version,Boyz II Men,0,3riDn321q9TNeS1YOSzkv7,Cooleyhighharmony,1991-04-30,New Jack Swing,3ykXidKLz1eYPvuGoFlD1e,r&b,new jack swing,0.688,0.338,6,-16.415,0,0.0514,0.0975,8.33e-06,0.143,0.481,126.091,254960
5t7SHDPq9Ef7O92chdneBs,Do It Again,No Rome,46,1SaI0lheU4SO5fAzmKBYlG,Do It Again,2018-05-24,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.671,0.388,8,-8.302,1,0.0632,0.041,0.000302,0.108,0.634,158.687,173748
5qlSH8Be6djCR8QLWgr1ZY,Self-love,Binoy,43,5DSTTvKn4YzhFcbKsjLY7x,Hunger,2019-11-08,Trap Nation 🔊,5aPwKjwNHr6dnCejLcPTVx,rap,trap,0.868,0.613,4,-8.997,0,0.12,0.0717,0.000185,0.0864,0.516,99.964,165600
0tBRo4P60DgKmg4jt48upm,Bumpy Ride,Mohombi,7,2i1sUf4TQEx2aR8a3jF68V,Bumpy Ride,2010-01-01,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.709,0.854,0,-4.447,0,0.0399,0.047,0.0,0.0724,0.826,105.074,224402
0rBi0GDozqHz2vMwCb19rC,Played Like a Piano,King T,45,5MIG8Gx5G1W5oV0VjObhKp,"""Strait From Compton"" King Ts Greatest Hits",2015-01-09,Gangsta Rap/90's Hip-Hop,62spXXfUxBed8nbd5xvH2O,rap,gangster rap,0.896,0.562,11,-12.899,0,0.306,0.0206,0.0,0.103,0.683,90.353,286511
1GfsNRRMT5Dg4DjEYpRa1h,I'm Not Alright - Frank Walker Remix,Loud Luxury,30,32pymnY1Z0ksGiP00gHtKu,I'm Not Alright (Frank Walker Remix),2019-10-04,Dancefloor Beats,6mMk6QCzEgT3QGaCV1R4S5,edm,big room,0.74,0.869,1,-3.557,0,0.0367,0.0174,0.0,0.138,0.689,124.992,192720
3fqwjXwUGN6vbzIwvyFMhx,Tennessee Whiskey,Chris Stapleton,77,7lxHnls3yQNl8B9bILmHj7,Traveller,2015-05-04,Sexy Soul 2020,5EMARioe9z9eKOeWIAC2JW,r&b,neo soul,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,293293
3Gt9T6UISOVML95EvQAfg7,My Bass Hits Harder,Power Supply,11,5ZUUNhmb3U0yx75nJx6NXX,More Bass-More Boom-More Bottom,2009-10-15,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,0.83,0.591,11,-15.514,0,0.236,0.0767,0.00139,0.388,0.331,112.324,239093
1M2nd8jNUkkwrc1dgBPTJz,Angels,Robbie Williams,73,31Sx9uz9KqlvmX07Pvp0wN,Life Thru A Lens,1997-01-01,Permanent wave,0tOy7ZY4E2PadXIyj8zU43,rock,permanent wave,0.429,0.594,4,-6.251,1,0.0277,0.156,4.95e-06,0.1,0.236,150.22,265000
1oz2ikzPTFrGHt0VDyuTc5,She's Got That Vibe - Radio Edit,R. Kelly,32,5ruZPk2RxBoRzzwYswpXXs,The Essential R. Kelly,2014-05-19,New Jack Swing,3ykXidKLz1eYPvuGoFlD1e,r&b,new jack swing,0.785,0.877,8,-2.917,1,0.0995,0.0418,0.0,0.187,0.787,113.139,245267
4N1c5rmWOzRmB9SMacr5wB,Loco Enamorado,Abraham Mateo,64,45mYTplY1A5TTZQnTVXSXX,Loco Enamorado,2017-06-23,latin hip hop,3nH8aytdqNeRbcRCg3dw9q,latin,latin hip hop,0.69,0.872,11,-2.984,0,0.0588,0.226,0.0,0.0858,0.731,94.0,252200
3c3yFXZw7ECjgyTzqiAVyM,Cruisin' - Radio Edit,D'Angelo,4,6kdaBN7lOYDLZfCAGiSecr,Ultimate D'Angelo,2008-01-01,Neo Soul,2YPP7fiYu5pIcp2yyHvw4A,r&b,neo soul,0.437,0.583,1,-9.841,0,0.177,0.251,0.000162,0.25,0.365,76.583,238827
25GlFJq5QNAXyVgJvCZ4Mf,Heart Don't Stand a Chance,Anderson .Paak,59,4VFG1DOuTeDMBjBLZT7hCK,Malibu,2016-01-15,Urban Contemporary,4425cRh83Uzor4qCRfM9lb,r&b,urban contemporary,0.685,0.545,7,-6.189,1,0.061,0.173,1.44e-05,0.237,0.506,94.061,312360
0mYslGmbnkbxuyr0ISIYtB,Lucky,Choker,63,1NHlnn47gB3IrP9fwahcjF,Forever & A Few,2019-02-08,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.477,0.328,4,-8.458,1,0.0658,0.906,7.36e-06,0.262,0.283,174.143,251034
7rwM67LyGTDIq33h3Ukc6Y,I Gotsta Get Paid,ZZ Top,47,6x2lSp3LAyn3GgB0E7rD4L,La Futura,2012-09-11,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.542,0.941,7,-2.225,1,0.062,0.052,0.000191,0.056,0.445,82.371,243160
1FkoVC85Ds3mFoK0fVqEqP,Self Esteem,The Offspring,67,7IDywTRaCI8qzS3X8tNU3x,Smash,1994-04-08,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.488,0.862,0,-7.595,1,0.0476,0.0204,0.0,0.359,0.706,104.56,257827
0Sg60WmleB9HyC9lIi1O0X,Show Me Love (Infinity Remix),Jack Holiday,23,5vHev2Ih7JEUuATDWSkD88,Show Me Love,2008,Electro/Progressive/Club House,1HtnPDj2V126xB9tJP786P,edm,progressive electro house,0.696,0.67,9,-6.366,0,0.0826,0.00124,0.00906,0.0645,0.52,129.996,339731
0sf12qNH5qcw8qpgymFOqD,Blinding Lights,The Weeknd,98,2ZfHkwHuoAZrlz7RMj0PDz,Blinding Lights,2019-11-29,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573
4Tyv7nnNTHC6mR1pTubIrw,Drop It Like It's Hot,Snoop Dogg,7,6HvNCIZj3oCfxz0j75HaIZ,Drop It Like It's Hot (International Version),2004-01-01,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.912,0.553,1,-4.716,1,0.205,0.188,0.0,0.102,0.62,91.991,270467
5sAwKZXy47JNVk03zqWgwI,Top O' the Morning to Ya,House Of Pain,48,2z37UnazitI7yDEF0IjE0v,House of Pain (Fine Malt Lyrics),1992-07-21,90's Hip Hop Ultimate Collection,4IG024zoaGMurhTFBkMAv9,rap,southern hip hop,0.827,0.619,1,-10.173,0,0.11,0.00365,0.011,0.337,0.73,111.083,216320
7CmZmiCqn9xKG3rLnr1GKD,Old Time's Sake,Eminem,0,04r9yvH25PwePggAYZQYq8,Relapse,2009-05-15,Oldschool Gangsta Rap 👑,0t9TeyXE2mWe70JT3YwSoH,rap,gangster rap,0.775,0.829,1,-1.933,1,0.304,0.0606,0.0,0.33,0.836,176.047,278160
4QAUGy6k7c3IOAhgWz52r7,Heaven - David Guetta & MORTEN Remix,Avicii,70,37bCTD5iLWMpDcBanNkkXB,Heaven (David Guetta & MORTEN Remix),2019-08-23,Big Room House / Bigroom,2EnVd4ugXUybVQoQrarICY,edm,big room,0.572,0.934,6,-5.053,0,0.0446,0.00292,0.0198,0.105,0.204,125.948,215238
4Ih0JljQ3X3PbHfmuk05PR,Que Locura Enamorarme De Ti,Eddie Santiago,7,0Lkf1Mgd8iTICnd8sYGgoi,Pura Salsa,2006-01-01,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.776,0.822,1,-5.663,1,0.0416,0.698,0.0,0.103,0.953,93.559,309573
5jzma6gCzYtKB1DbEwFZKH,London Calling - Remastered,The Clash,73,6FCzvataOZh68j8OKzOt9a,London Calling (Remastered),1979,Rock Classics,37i9dQZF1DWXRqgorJj26U,rock,classic rock,0.651,0.801,0,-7.34,1,0.0513,0.123,0.0,0.0825,0.776,133.763,200480
53ctqsJg0nAwVTuH2jHVZu,Wave Your Hands,Bassjackers,38,0OI9FwmEkdCSwQ71NWBxV4,Wave Your Hands,2015-02-16,Big Room Beast,3PNyCpkY7NAXyhopBpj7vc,edm,big room,0.692,0.968,1,-3.606,1,0.0459,0.00115,0.763,0.0732,0.415,127.956,247515
1pWAxwbITR6lG3kuwyWrGf,Pa Bajarte el Calentamiento,Jadiel el Incomparable,50,6Yl6VEyQXt66cKA5VjQ4ma,Lo Mejor de Mi,2016-11-21,Reggaeton De Ayer,37i9dQZF1DWWU6Rfto8Ppm,latin,reggaeton,0.796,0.757,5,-5.799,0,0.157,0.31,0.0,0.297,0.611,95.991,218410
5KynMaqeCsWwdDSZC2wKBr,Higher,Dannic,14,4hUNl36WzCxLrCHoRwYAlz,ADE EP,2018-10-15,Epic Bass Drops | Best House Mixes,4IS7o1utOzhimFEFnj9gmu,edm,progressive electro house,0.569,0.98,5,-2.69,1,0.0461,0.000278,0.00214,0.655,0.298,127.975,147187
